# total density of states output by FHI-aims, for a spin polarized system
# The energy reference for this output is the vacuum level
#    Energy (eV)      DOS(spin up)   DOS(spin down)
    -20.00000000      0.17253512      0.17253512
    -19.99599960      0.17292133      0.17292133
    -19.99199920      0.17331416      0.17331416
    -19.98799880      0.17371334      0.17371334
    -19.98399840      0.17411859      0.17411859
    -19.97999800      0.17452963      0.17452963
    -19.97599760      0.17494616      0.17494616
    -19.97199720      0.17536791      0.17536791
    -19.96799680      0.17579456      0.17579456
    -19.96399640      0.17622581      0.17622581
    -19.95999600      0.17666135      0.17666135
    -19.95599560      0.17710087      0.17710087
    -19.95199520      0.17754404      0.17754404
    -19.94799480      0.17799055      0.17799055
    -19.94399440      0.17844005      0.17844005
    -19.93999400      0.17889221      0.17889221
    -19.93599360      0.17934670      0.17934670
    -19.93199320      0.17980317      0.17980317
    -19.92799280      0.18026128      0.18026128
    -19.92399240      0.18072066      0.18072066
    -19.91999200      0.18118097      0.18118097
    -19.91599160      0.18164185      0.18164185
    -19.91199120      0.18210293      0.18210293
    -19.90799080      0.18256385      0.18256385
    -19.90399040      0.18302424      0.18302424
    -19.89999000      0.18348373      0.18348373
    -19.89598960      0.18394194      0.18394194
    -19.89198920      0.18439850      0.18439850
    -19.88798880      0.18485303      0.18485303
    -19.88398840      0.18530515      0.18530515
    -19.87998800      0.18575447      0.18575447
    -19.87598760      0.18620062      0.18620062
    -19.87198720      0.18664320      0.18664320
    -19.86798680      0.18708184      0.18708184
    -19.86398640      0.18751614      0.18751614
    -19.85998600      0.18794572      0.18794572
    -19.85598560      0.18837018      0.18837018
    -19.85198520      0.18878915      0.18878915
    -19.84798480      0.18920224      0.18920224
    -19.84398440      0.18960905      0.18960905
    -19.83998400      0.19000920      0.19000920
    -19.83598360      0.19040230      0.19040230
    -19.83198320      0.19078798      0.19078798
    -19.82798280      0.19116585      0.19116585
    -19.82398240      0.19153552      0.19153552
    -19.81998200      0.19189662      0.19189662
    -19.81598160      0.19224876      0.19224876
    -19.81198120      0.19259159      0.19259159
    -19.80798080      0.19292472      0.19292472
    -19.80398040      0.19324778      0.19324778
    -19.79998000      0.19356041      0.19356041
    -19.79597960      0.19386226      0.19386226
    -19.79197920      0.19415295      0.19415295
    -19.78797880      0.19443214      0.19443214
    -19.78397840      0.19469947      0.19469947
    -19.77997800      0.19495461      0.19495461
    -19.77597760      0.19519722      0.19519722
    -19.77197720      0.19542695      0.19542695
    -19.76797680      0.19564348      0.19564348
    -19.76397640      0.19584648      0.19584648
    -19.75997600      0.19603565      0.19603565
    -19.75597560      0.19621066      0.19621066
    -19.75197520      0.19637122      0.19637122
    -19.74797480      0.19651702      0.19651702
    -19.74397440      0.19664778      0.19664778
    -19.73997400      0.19676321      0.19676321
    -19.73597360      0.19686304      0.19686304
    -19.73197320      0.19694699      0.19694699
    -19.72797280      0.19701481      0.19701481
    -19.72397240      0.19706625      0.19706625
    -19.71997200      0.19710106      0.19710106
    -19.71597160      0.19711901      0.19711901
    -19.71197120      0.19711988      0.19711988
    -19.70797080      0.19710344      0.19710344
    -19.70397040      0.19706949      0.19706949
    -19.69997000      0.19701783      0.19701783
    -19.69596960      0.19694828      0.19694828
    -19.69196920      0.19686066      0.19686066
    -19.68796880      0.19675479      0.19675479
    -19.68396840      0.19663054      0.19663054
    -19.67996800      0.19648773      0.19648773
    -19.67596760      0.19632625      0.19632625
    -19.67196720      0.19614597      0.19614597
    -19.66796680      0.19594677      0.19594677
    -19.66396640      0.19572855      0.19572855
    -19.65996600      0.19549122      0.19549122
    -19.65596560      0.19523469      0.19523469
    -19.65196520      0.19495891      0.19495891
    -19.64796480      0.19466382      0.19466382
    -19.64396440      0.19434936      0.19434936
    -19.63996400      0.19401551      0.19401551
    -19.63596360      0.19366224      0.19366224
    -19.63196320      0.19328956      0.19328956
    -19.62796280      0.19289745      0.19289745
    -19.62396240      0.19248594      0.19248594
    -19.61996200      0.19205505      0.19205505
    -19.61596160      0.19160482      0.19160482
    -19.61196120      0.19113531      0.19113531
    -19.60796080      0.19064658      0.19064658
    -19.60396040      0.19013871      0.19013871
    -19.59996000      0.18961178      0.18961178
    -19.59595960      0.18906591      0.18906591
    -19.59195920      0.18850119      0.18850119
    -19.58795880      0.18791776      0.18791776
    -19.58395840      0.18731576      0.18731576
    -19.57995800      0.18669533      0.18669533
    -19.57595760      0.18605665      0.18605665
    -19.57195720      0.18539988      0.18539988
    -19.56795680      0.18472521      0.18472521
    -19.56395640      0.18403284      0.18403284
    -19.55995600      0.18332298      0.18332298
    -19.55595560      0.18259585      0.18259585
    -19.55195520      0.18185169      0.18185169
    -19.54795480      0.18109074      0.18109074
    -19.54395440      0.18031326      0.18031326
    -19.53995400      0.17951952      0.17951952
    -19.53595360      0.17870979      0.17870979
    -19.53195320      0.17788436      0.17788436
    -19.52795280      0.17704354      0.17704354
    -19.52395240      0.17618763      0.17618763
    -19.51995200      0.17531696      0.17531696
    -19.51595160      0.17443186      0.17443186
    -19.51195120      0.17353266      0.17353266
    -19.50795080      0.17261972      0.17261972
    -19.50395040      0.17169340      0.17169340
    -19.49994999      0.17075406      0.17075406
    -19.49594959      0.16980209      0.16980209
    -19.49194919      0.16883787      0.16883787
    -19.48794879      0.16786180      0.16786180
    -19.48394839      0.16687428      0.16687428
    -19.47994799      0.16587572      0.16587572
    -19.47594759      0.16486654      0.16486654
    -19.47194719      0.16384717      0.16384717
    -19.46794679      0.16281803      0.16281803
    -19.46394639      0.16177958      0.16177958
    -19.45994599      0.16073225      0.16073225
    -19.45594559      0.15967650      0.15967650
    -19.45194519      0.15861278      0.15861278
    -19.44794479      0.15754157      0.15754157
    -19.44394439      0.15646332      0.15646332
    -19.43994399      0.15537852      0.15537852
    -19.43594359      0.15428765      0.15428765
    -19.43194319      0.15319117      0.15319117
    -19.42794279      0.15208959      0.15208959
    -19.42394239      0.15098339      0.15098339
    -19.41994199      0.14987307      0.14987307
    -19.41594159      0.14875911      0.14875911
    -19.41194119      0.14764203      0.14764203
    -19.40794079      0.14652232      0.14652232
    -19.40394039      0.14540048      0.14540048
    -19.39993999      0.14427701      0.14427701
    -19.39593959      0.14315243      0.14315243
    -19.39193919      0.14202724      0.14202724
    -19.38793879      0.14090195      0.14090195
    -19.38393839      0.13977705      0.13977705
    -19.37993799      0.13865307      0.13865307
    -19.37593759      0.13753050      0.13753050
    -19.37193719      0.13640985      0.13640985
    -19.36793679      0.13529162      0.13529162
    -19.36393639      0.13417632      0.13417632
    -19.35993599      0.13306444      0.13306444
    -19.35593559      0.13195649      0.13195649
    -19.35193519      0.13085295      0.13085295
    -19.34793479      0.12975433      0.12975433
    -19.34393439      0.12866110      0.12866110
    -19.33993399      0.12757376      0.12757376
    -19.33593359      0.12649278      0.12649278
    -19.33193319      0.12541865      0.12541865
    -19.32793279      0.12435183      0.12435183
    -19.32393239      0.12329280      0.12329280
    -19.31993199      0.12224201      0.12224201
    -19.31593159      0.12119993      0.12119993
    -19.31193119      0.12016701      0.12016701
    -19.30793079      0.11914368      0.11914368
