# total density of states output by FHI-aims, for a spin polarized system
# The energy reference for this output is the average chemical potential, mu =       -6.367706 eV
#    Energy (eV)      DOS(spin up)   DOS(spin down)
    -13.63229401      0.17234954      0.17234954
    -13.62829361      0.16959599      0.16959599
    -13.62429321      0.16669260      0.16669260
    -13.62029281      0.16365723      0.16365723
    -13.61629241      0.16050841      0.16050841
    -13.61229201      0.15726522      0.15726522
    -13.60829161      0.15394715      0.15394715
    -13.60429121      0.15057402      0.15057402
    -13.60029081      0.14716582      0.14716582
    -13.59629041      0.14374266      0.14374266
    -13.59229001      0.14032459      0.14032459
    -13.58828961      0.13693155      0.13693155
    -13.58428921      0.13358321      0.13358321
    -13.58028881      0.13029894      0.13029894
    -13.57628841      0.12709763      0.12709763
    -13.57228801      0.12399769      0.12399769
    -13.56828761      0.12101690      0.12101690
    -13.56428721      0.11817238      0.11817238
    -13.56028681      0.11548049      0.11548049
    -13.55628641      0.11295679      0.11295679
    -13.55228601      0.11061598      0.11061598
    -13.54828561      0.10847185      0.10847185
    -13.54428521      0.10653723      0.10653723
    -13.54028481      0.10482401      0.10482401
    -13.53628441      0.10334303      0.10334303
    -13.53228401      0.10210414      0.10210414
    -13.52828361      0.10111613      0.10111613
    -13.52428321      0.10038678      0.10038678
    -13.52028281      0.09992279      0.09992279
    -13.51628241      0.09972985      0.09972985
    -13.51228201      0.09981260      0.09981260
    -13.50828161      0.10017468      0.10017468
    -13.50428121      0.10081872      0.10081872
    -13.50028081      0.10174638      0.10174638
    -13.49628041      0.10295835      0.10295835
    -13.49228001      0.10445441      0.10445441
    -13.48827961      0.10623343      0.10623343
    -13.48427921      0.10829340      0.10829340
    -13.48027881      0.11063149      0.11063149
    -13.47627841      0.11324406      0.11324406
    -13.47227801      0.11612670      0.11612670
    -13.46827761      0.11927426      0.11927426
    -13.46427721      0.12268089      0.12268089
    -13.46027681      0.12634008      0.12634008
    -13.45627641      0.13024470      0.13024470
    -13.45227601      0.13438700      0.13438700
    -13.44827561      0.13875872      0.13875872
    -13.44427521      0.14335102      0.14335102
    -13.44027481      0.14815463      0.14815463
    -13.43627441      0.15315981      0.15315981
    -13.43227401      0.15835638      0.15835638
    -13.42827361      0.16373382      0.16373382
    -13.42427321      0.16928124      0.16928124
    -13.42027281      0.17498743      0.17498743
    -13.41627241      0.18084092      0.18084092
    -13.41227201      0.18682996      0.18682996
    -13.40827161      0.19294259      0.19294259
    -13.40427121      0.19916667      0.19916667
    -13.40027081      0.20548989      0.20548989
    -13.39627041      0.21189981      0.21189981
    -13.39227001      0.21838385      0.21838385
    -13.38826961      0.22492940      0.22492940
    -13.38426921      0.23152374      0.23152374
    -13.38026881      0.23815413      0.23815413
    -13.37626841      0.24480781      0.24480781
    -13.37226801      0.25147204      0.25147204
    -13.36826761      0.25813405      0.25813405
    -13.36426721      0.26478115      0.26478115
    -13.36026681      0.27140066      0.27140066
    -13.35626641      0.27797998      0.27797998
    -13.35226601      0.28450656      0.28450656
    -13.34826561      0.29096792      0.29096792
    -13.34426521      0.29735170      0.29735170
    -13.34026481      0.30364557      0.30364557
    -13.33626441      0.30983733      0.30983733
    -13.33226401      0.31591486      0.31591486
    -13.32826361      0.32186614      0.32186614
    -13.32426321      0.32767925      0.32767925
    -13.32026281      0.33334234      0.33334234
    -13.31626241      0.33884372      0.33884372
    -13.31226201      0.34417175      0.34417175
    -13.30826161      0.34931494      0.34931494
    -13.30426121      0.35426189      0.35426189
    -13.30026081      0.35900133      0.35900133
    -13.29626041      0.36352213      0.36352213
    -13.29226001      0.36781330      0.36781330
    -13.28825961      0.37186400      0.37186400
    -13.28425921      0.37566360      0.37566360
    -13.28025881      0.37920162      0.37920162
    -13.27625841      0.38246787      0.38246787
    -13.27225801      0.38545236      0.38545236
    -13.26825761      0.38814543      0.38814543
    -13.26425721      0.39053772      0.39053772
    -13.26025681      0.39262026      0.39262026
    -13.25625641      0.39438448      0.39438448
    -13.25225601      0.39582227      0.39582227
    -13.24825561      0.39692604      0.39692604
    -13.24425521      0.39768877      0.39768877
    -13.24025481      0.39810405      0.39810405
    -13.23625441      0.39816615      0.39816615
    -13.23225401      0.39787008      0.39787008
    -13.22825361      0.39721164      0.39721164
    -13.22425321      0.39618750      0.39618750
    -13.22025281      0.39479520      0.39479520
    -13.21625241      0.39303328      0.39303328
    -13.21225201      0.39090126      0.39090126
    -13.20825161      0.38839974      0.38839974
    -13.20425121      0.38553040      0.38553040
    -13.20025081      0.38229606      0.38229606
    -13.19625041      0.37870071      0.37870071
    -13.19225001      0.37474952      0.37474952
    -13.18824961      0.37044885      0.37044885
    -13.18424920      0.36580629      0.36580629
    -13.18024880      0.36083061      0.36083061
    -13.17624840      0.35553178      0.35553178
    -13.17224800      0.34992094      0.34992094
    -13.16824760      0.34401040      0.34401040
    -13.16424720      0.33781352      0.33781352
    -13.16024680      0.33134476      0.33134476
    -13.15624640      0.32461956      0.32461956
    -13.15224600      0.31765427      0.31765427
    -13.14824560      0.31046614      0.31046614
    -13.14424520      0.30307316      0.30307316
    -13.14024480      0.29549400      0.29549400
    -13.13624440      0.28774795      0.28774795
    -13.13224400      0.27985477      0.27985477
    -13.12824360      0.27183461      0.27183461
    -13.12424320      0.26370790      0.26370790
    -13.12024280      0.25549523      0.25549523
    -13.11624240      0.24721726      0.24721726
    -13.11224200      0.23889460      0.23889460
    -13.10824160      0.23054767      0.23054767
    -13.10424120      0.22219665      0.22219665
    -13.10024080      0.21386132      0.21386132
    -13.09624040      0.20556100      0.20556100
    -13.09224000      0.19731442      0.19731442
    -13.08823960      0.18913965      0.18913965
    -13.08423920      0.18105403      0.18105403
    -13.08023880      0.17307405      0.17307405
    -13.07623840      0.16521530      0.16521530
    -13.07223800      0.15749245      0.15749245
    -13.06823760      0.14991912      0.14991912
    -13.06423720      0.14250791      0.14250791
    -13.06023680      0.13527032      0.13527032
    -13.05623640      0.12821672      0.12821672
    -13.05223600      0.12135639      0.12135639
    -13.04823560      0.11469744      0.11469744
    -13.04423520      0.10824685      0.10824685
    -13.04023480      0.10201048      0.10201048
    -13.03623440      0.09599308      0.09599308
    -13.03223400      0.09019829      0.09019829
    -13.02823360      0.08462872      0.08462872
    -13.02423320      0.07928595      0.07928595
    -13.02023280      0.07417057      0.07417057
    -13.01623240      0.06928225      0.06928225
    -13.01223200      0.06461978      0.06461978
    -13.00823160      0.06018114      0.06018114
    -13.00423120      0.05596352      0.05596352
    -13.00023080      0.05196342      0.05196342
    -12.99623040      0.04817669      0.04817669
    -12.99223000      0.04459861      0.04459861
    -12.98822960      0.04122392      0.04122392
    -12.98422920      0.03804693      0.03804693
    -12.98022880      0.03506154      0.03506154
    -12.97622840      0.03226133      0.03226133
    -12.97222800      0.02963960      0.02963960
    -12.96822760      0.02718942      0.02718942
    -12.96422720      0.02490373      0.02490373
    -12.96022680      0.02277532      0.02277532
    -12.95622640      0.02079694      0.02079694
    -12.95222600      0.01896133      0.01896133
    -12.94822560      0.01726122      0.01726122
    -12.94422520      0.01568944      0.01568944
    -12.94022480      0.01423888      0.01423888
    -12.93622440      0.01290259      0.01290259
    -12.93222400      0.01167375      0.01167375
    -12.92822360      0.01054573      0.01054573
    -12.92422320      0.00951210      0.00951210
    -12.92022280      0.00856666      0.00856666
    -12.91622240      0.00770341      0.00770341
    -12.91222200      0.00691662      0.00691662
    -12.90822160      0.00620081      0.00620081
    -12.90422120      0.00555075      0.00555075
    -12.90022080      0.00496148      0.00496148
    -12.89622040      0.00442830      0.00442830
    -12.89222000      0.00394678      0.00394678
    -12.88821960      0.00351275      0.00351275
    -12.88421920      0.00312231      0.00312231
    -12.88021880      0.00277179      0.00277179
    -12.87621840      0.00245779      0.00245779
    -12.87221800      0.00217716      0.00217716
    -12.86821760      0.00192696      0.00192696
    -12.86421720      0.00170450      0.00170450
    -12.86021680      0.00150730      0.00150730
    -12.85621640      0.00133309      0.00133309
    -12.85221600      0.00117981      0.00117981
    -12.84821560      0.00104558      0.00104558
    -12.84421520      0.00092872      0.00092872
    -12.84021480      0.00082771      0.00082771
    -12.83621440      0.00074122      0.00074122
    -12.83221400      0.00066806      0.00066806
    -12.82821360      0.00060721      0.00060721
    -12.82421320      0.00055778      0.00055778
    -12.82021280      0.00051903      0.00051903
    -12.81621240      0.00049035      0.00049035
    -12.81221200      0.00047128      0.00047128
    -12.80821160      0.00046146      0.00046146
    -12.80421120      0.00046065      0.00046065
    -12.80021080      0.00046875      0.00046875
    -12.79621040      0.00048576      0.00048576
    -12.79221000      0.00051179      0.00051179
    -12.78820960      0.00054707      0.00054707
    -12.78420920      0.00059195      0.00059195
    -12.78020880      0.00064686      0.00064686
    -12.77620840      0.00071236      0.00071236
    -12.77220800      0.00078913      0.00078913
    -12.76820760      0.00087794      0.00087794
    -12.76420720      0.00097966      0.00097966
    -12.76020680      0.00109532      0.00109532
    -12.75620640      0.00122601      0.00122601
    -12.75220600      0.00137296      0.00137296
    -12.74820560      0.00153751      0.00153751
    -12.74420520      0.00172112      0.00172112
    -12.74020480      0.00192537      0.00192537
    -12.73620440      0.00215193      0.00215193
    -12.73220400      0.00240262      0.00240262
    -12.72820360      0.00267936      0.00267936
    -12.72420320      0.00298417      0.00298417
    -12.72020280      0.00331923      0.00331923
    -12.71620240      0.00368677      0.00368677
    -12.71220200      0.00408916      0.00408916
    -12.70820160      0.00452887      0.00452887
    -12.70420120      0.00500847      0.00500847
    -12.70020080      0.00553060      0.00553060
    -12.69620040      0.00609800      0.00609800
    -12.69220000      0.00671346      0.00671346
    -12.68819960      0.00737986      0.00737986
    -12.68419920      0.00810011      0.00810011
    -12.68019880      0.00887716      0.00887716
    -12.67619840      0.00971398      0.00971398
    -12.67219800      0.01061355      0.01061355
    -12.66819760      0.01157882      0.01157882
    -12.66419720      0.01261274      0.01261274
    -12.66019680      0.01371818      0.01371818
    -12.65619640      0.01489794      0.01489794
    -12.65219600      0.01615475      0.01615475
    -12.64819560      0.01749120      0.01749120
    -12.64419520      0.01890973      0.01890973
    -12.64019480      0.02041263      0.02041263
    -12.63619440      0.02200200      0.02200200
    -12.63219400      0.02367971      0.02367971
    -12.62819360      0.02544738      0.02544738
    -12.62419320      0.02730640      0.02730640
    -12.62019280      0.02925782      0.02925782
    -12.61619240      0.03130240      0.03130240
    -12.61219200      0.03344057      0.03344057
    -12.60819160      0.03567237      0.03567237
    -12.60419120      0.03799750      0.03799750
    -12.60019080      0.04041522      0.04041522
    -12.59619040      0.04292441      0.04292441
    -12.59219000      0.04552351      0.04552351
    -12.58818960      0.04821052      0.04821052
    -12.58418920      0.05098300      0.05098300
    -12.58018880      0.05383808      0.05383808
    -12.57618840      0.05677241      0.05677241
    -12.57218800      0.05978221      0.05978221
    -12.56818760      0.06286327      0.06286327
    -12.56418720      0.06601094      0.06601094
    -12.56018680      0.06922015      0.06922015
    -12.55618640      0.07248545      0.07248545
    -12.55218600      0.07580100      0.07580100
    -12.54818560      0.07916061      0.07916061
    -12.54418520      0.08255779      0.08255779
    -12.54018480      0.08598574      0.08598574
    -12.53618440      0.08943742      0.08943742
    -12.53218400      0.09290558      0.09290558
    -12.52818360      0.09638279      0.09638279
    -12.52418320      0.09986152      0.09986152
    -12.52018280      0.10333411      0.10333411
    -12.51618240      0.10679292      0.10679292
    -12.51218200      0.11023030      0.11023030
    -12.50818160      0.11363866      0.11363866
    -12.50418120      0.11701054      0.11701054
    -12.50018080      0.12033863      0.12033863
    -12.49618040      0.12361585      0.12361585
    -12.49218000      0.12683536      0.12683536
    -12.48817960      0.12999063      0.12999063
    -12.48417920      0.13307547      0.13307547
    -12.48017880      0.13608410      0.13608410
    -12.47617840      0.13901112      0.13901112
    -12.47217800      0.14185162      0.14185162
    -12.46817760      0.14460117      0.14460117
    -12.46417720      0.14725582      0.14725582
    -12.46017680      0.14981217      0.14981217
    -12.45617640      0.15226736      0.15226736
    -12.45217600      0.15461909      0.15461909
    -12.44817560      0.15686558      0.15686558
    -12.44417520      0.15900565      0.15900565
    -12.44017480      0.16103866      0.16103866
    -12.43617440      0.16296448      0.16296448
    -12.43217400      0.16478354      0.16478354
    -12.42817360      0.16649677      0.16649677
    -12.42417320      0.16810557      0.16810557
    -12.42017280      0.16961180      0.16961180
    -12.41617240      0.17101773      0.17101773
    -12.41217200      0.17232605      0.17232605
    -12.40817160      0.17353975      0.17353975
    -12.40417120      0.17466218      0.17466218
    -12.40017080      0.17569691      0.17569691
    -12.39617040      0.17664776      0.17664776
    -12.39217000      0.17751873      0.17751873
    -12.38816960      0.17831393      0.17831393
    -12.38416920      0.17903759      0.17903759
    -12.38016880      0.17969397      0.17969397
    -12.37616840      0.18028734      0.18028734
    -12.37216800      0.18082192      0.18082192
    -12.36816760      0.18130187      0.18130187
    -12.36416720      0.18173124      0.18173124
    -12.36016680      0.18211391      0.18211391
    -12.35616640      0.18245361      0.18245361
    -12.35216600      0.18275386      0.18275386
    -12.34816560      0.18301794      0.18301794
    -12.34416520      0.18324891      0.18324891
    -12.34016480      0.18344953      0.18344953
    -12.33616440      0.18362233      0.18362233
    -12.33216400      0.18376951      0.18376951
    -12.32816360      0.18389302      0.18389302
    -12.32416320      0.18399449      0.18399449
    -12.32016280      0.18407531      0.18407531
    -12.31616240      0.18413653      0.18413653
    -12.31216200      0.18417899      0.18417899
    -12.30816160      0.18420325      0.18420325
    -12.30416120      0.18420962      0.18420962
    -12.30016080      0.18419820      0.18419820
    -12.29616040      0.18416891      0.18416891
    -12.29216000      0.18412148      0.18412148
    -12.28815960      0.18405548      0.18405548
    -12.28415920      0.18397039      0.18397039
    -12.28015880      0.18386557      0.18386557
    -12.27615840      0.18374034      0.18374034
    -12.27215800      0.18359397      0.18359397
    -12.26815760      0.18342574      0.18342574
    -12.26415720      0.18323498      0.18323498
    -12.26015680      0.18302104      0.18302104
    -12.25615640      0.18278341      0.18278341
    -12.25215600      0.18252166      0.18252166
    -12.24815560      0.18223557      0.18223557
    -12.24415520      0.18192504      0.18192504
    -12.24015480      0.18159023      0.18159023
    -12.23615440      0.18123151      0.18123151
    -12.23215400      0.18084950      0.18084950
    -12.22815360      0.18044512      0.18044512
    -12.22415320      0.18001957      0.18001957
    -12.22015280      0.17957436      0.17957436
    -12.21615240      0.17911134      0.17911134
    -12.21215200      0.17863268      0.17863268
    -12.20815160      0.17814088      0.17814088
    -12.20415120      0.17763880      0.17763880
    -12.20015080      0.17712962      0.17712962
    -12.19615040      0.17661686      0.17661686
    -12.19215000      0.17610437      0.17610437
    -12.18814960      0.17559628      0.17559628
    -12.18414919      0.17509702      0.17509702
    -12.18014879      0.17461128      0.17461128
    -12.17614839      0.17414400      0.17414400
    -12.17214799      0.17370028      0.17370028
    -12.16814759      0.17328542      0.17328542
    -12.16414719      0.17290481      0.17290481
    -12.16014679      0.17256393      0.17256393
    -12.15614639      0.17226827      0.17226827
    -12.15214599      0.17202330      0.17202330
    -12.14814559      0.17183438      0.17183438
    -12.14414519      0.17170675      0.17170675
    -12.14014479      0.17164542      0.17164542
    -12.13614439      0.17165511      0.17165511
    -12.13214399      0.17174024      0.17174024
    -12.12814359      0.17190478      0.17190478
    -12.12414319      0.17215226      0.17215226
    -12.12014279      0.17248566      0.17248566
    -12.11614239      0.17290738      0.17290738
    -12.11214199      0.17341915      0.17341915
    -12.10814159      0.17402200      0.17402200
    -12.10414119      0.17471618      0.17471618
    -12.10014079      0.17550114      0.17550114
    -12.09614039      0.17637551      0.17637551
    -12.09213999      0.17733700      0.17733700
    -12.08813959      0.17838244      0.17838244
    -12.08413919      0.17950771      0.17950771
    -12.08013879      0.18070779      0.18070779
    -12.07613839      0.18197669      0.18197669
    -12.07213799      0.18330753      0.18330753
    -12.06813759      0.18469249      0.18469249
    -12.06413719      0.18612289      0.18612289
    -12.06013679      0.18758922      0.18758922
    -12.05613639      0.18908116      0.18908116
    -12.05213599      0.19058768      0.19058768
    -12.04813559      0.19209705      0.19209705
    -12.04413519      0.19359697      0.19359697
    -12.04013479      0.19507465      0.19507465
    -12.03613439      0.19651686      0.19651686
    -12.03213399      0.19791006      0.19791006
    -12.02813359      0.19924049      0.19924049
    -12.02413319      0.20049429      0.20049429
    -12.02013279      0.20165762      0.20165762
    -12.01613239      0.20271674      0.20271674
    -12.01213199      0.20365815      0.20365815
    -12.00813159      0.20446871      0.20446871
    -12.00413119      0.20513574      0.20513574
    -12.00013079      0.20564714      0.20564714
    -11.99613039      0.20599150      0.20599150
    -11.99212999      0.20615821      0.20615821
    -11.98812959      0.20613753      0.20613753
    -11.98412919      0.20592071      0.20592071
    -11.98012879      0.20550006      0.20550006
    -11.97612839      0.20486903      0.20486903
    -11.97212799      0.20402227      0.20402227
    -11.96812759      0.20295570      0.20295570
    -11.96412719      0.20166650      0.20166650
    -11.96012679      0.20015322      0.20015322
    -11.95612639      0.19841575      0.19841575
    -11.95212599      0.19645534      0.19645534
    -11.94812559      0.19427460      0.19427460
    -11.94412519      0.19187748      0.19187748
    -11.94012479      0.18926926      0.18926926
    -11.93612439      0.18645650      0.18645650
    -11.93212399      0.18344701      0.18344701
    -11.92812359      0.18024977      0.18024977
    -11.92412319      0.17687490      0.17687490
    -11.92012279      0.17333356      0.17333356
    -11.91612239      0.16963789      0.16963789
    -11.91212199      0.16580091      0.16580091
    -11.90812159      0.16183646      0.16183646
    -11.90412119      0.15775908      0.15775908
