# total density of states output by FHI-aims, for a spin polarized system
# The energy reference for this output is the average chemical potential, mu =       -6.367706 eV
#    Energy (eV)      DOS(spin up)   DOS(spin down)
    -13.63229398      0.16303785      0.16303785
    -13.62829358      0.16298554      0.16298554
    -13.62429318      0.16293305      0.16293305
    -13.62029278      0.16288038      0.16288038
    -13.61629238      0.16282752      0.16282752
    -13.61229198      0.16277449      0.16277449
    -13.60829158      0.16272128      0.16272128
    -13.60429118      0.16266790      0.16266790
    -13.60029078      0.16261435      0.16261435
    -13.59629038      0.16256063      0.16256063
    -13.59228998      0.16250675      0.16250675
    -13.58828958      0.16245270      0.16245270
    -13.58428918      0.16239850      0.16239850
    -13.58028878      0.16234414      0.16234414
    -13.57628838      0.16228962      0.16228962
    -13.57228798      0.16223496      0.16223496
    -13.56828758      0.16218015      0.16218015
    -13.56428718      0.16212519      0.16212519
    -13.56028678      0.16207009      0.16207009
    -13.55628638      0.16201486      0.16201486
    -13.55228598      0.16195949      0.16195949
    -13.54828558      0.16190398      0.16190398
    -13.54428518      0.16184835      0.16184835
    -13.54028478      0.16179259      0.16179259
    -13.53628438      0.16173671      0.16173671
    -13.53228398      0.16168071      0.16168071
    -13.52828358      0.16162459      0.16162459
    -13.52428318      0.16156835      0.16156835
    -13.52028278      0.16151201      0.16151201
    -13.51628238      0.16145556      0.16145556
    -13.51228198      0.16139900      0.16139900
    -13.50828158      0.16134235      0.16134235
    -13.50428118      0.16128559      0.16128559
    -13.50028078      0.16122874      0.16122874
    -13.49628038      0.16117180      0.16117180
    -13.49227998      0.16111478      0.16111478
    -13.48827958      0.16105766      0.16105766
    -13.48427918      0.16100047      0.16100047
    -13.48027878      0.16094320      0.16094320
    -13.47627838      0.16088585      0.16088585
    -13.47227798      0.16082843      0.16082843
    -13.46827758      0.16077094      0.16077094
    -13.46427718      0.16071339      0.16071339
    -13.46027678      0.16065578      0.16065578
    -13.45627638      0.16059811      0.16059811
    -13.45227598      0.16054039      0.16054039
    -13.44827558      0.16048261      0.16048261
    -13.44427518      0.16042479      0.16042479
    -13.44027478      0.16036693      0.16036693
    -13.43627438      0.16030902      0.16030902
    -13.43227398      0.16025108      0.16025108
    -13.42827358      0.16019310      0.16019310
    -13.42427318      0.16013510      0.16013510
    -13.42027278      0.16007707      0.16007707
    -13.41627238      0.16001901      0.16001901
    -13.41227198      0.15996094      0.15996094
    -13.40827158      0.15990285      0.15990285
    -13.40427118      0.15984475      0.15984475
    -13.40027078      0.15978664      0.15978664
    -13.39627038      0.15972853      0.15972853
    -13.39226998      0.15967042      0.15967042
    -13.38826958      0.15961231      0.15961231
    -13.38426918      0.15955420      0.15955420
    -13.38026878      0.15949611      0.15949611
    -13.37626838      0.15943803      0.15943803
    -13.37226798      0.15937996      0.15937996
    -13.36826758      0.15932192      0.15932192
    -13.36426718      0.15926390      0.15926390
